time,SUSCEPTIBLE,INFECTED,EXPOSED,RECOVERED,DEAD
90,16097,10,2,0,0
91,16097,10,2,0,0
92,16097,10,2,0,0
93,16097,10,2,0,0
94,16097,10,2,0,0
95,16097,10,2,0,0
96,16097,10,2,0,0
97,16097,10,2,0,0
98,16097,10,2,0,0
99,16097,10,2,0,0
100,16097,10,2,0,0
101,16097,10,2,0,0
102,16097,10,2,0,0
103,16097,10,2,0,0
104,16097,10,2,0,0
105,16097,10,2,0,0
106,16097,10,2,0,0
107,16097,10,2,0,0
108,16097,10,2,0,0
109,16097,10,2,0,0
110,16097,10,2,0,0
111,16097,10,2,0,0
112,16097,10,2,0,0
113,16097,10,2,0,0
114,16097,10,2,0,0
115,16097,10,2,0,0
116,16097,10,2,0,0
117,16097,10,2,0,0
118,16097,10,2,0,0
119,16097,10,2,0,0
120,16097,10,2,0,0
121,16097,10,2,0,0
122,16097,10,2,0,0
123,16097,10,2,0,0
124,16097,10,2,0,0
125,16097,10,2,0,0
126,16097,10,2,0,0
127,16097,10,2,0,0
128,16097,10,2,0,0
129,16097,10,2,0,0
130,16097,10,2,0,0
131,16097,10,2,0,0
132,16097,10,2,0,0
133,16097,10,2,0,0
134,16097,10,2,0,0
135,16097,10,2,0,0
136,16097,10,2,0,0
137,16097,10,2,0,0
138,16097,10,2,0,0
139,16097,10,2,0,0
140,16097,10,2,0,0
141,16097,10,2,0,0
142,16097,10,2,0,0
143,16097,10,2,0,0
144,16097,10,2,0,0
145,16097,10,2,0,0
146,16097,10,2,0,0
147,16097,10,2,0,0
148,16097,10,2,0,0
149,16097,10,2,0,0
150,16097,10,2,0,0
151,16097,10,2,0,0
152,16097,10,2,0,0
153,16097,10,2,0,0
154,16097,10,2,0,0
155,16097,10,2,0,0
156,16097,10,2,0,0
157,16097,10,2,0,0
158,16097,10,2,0,0
159,16097,10,2,0,0
160,16097,10,2,0,0
161,16097,10,2,0,0
162,16097,10,2,0,0
163,16097,10,2,0,0
164,16097,10,2,0,0
165,16097,10,2,0,0
166,16097,10,2,0,0
167,16097,10,2,0,0
168,16097,10,2,0,0
169,16097,10,2,0,0
170,16097,10,2,0,0
171,16097,10,2,0,0
172,16097,10,2,0,0
173,16097,10,2,0,0
174,16097,10,2,0,0
175,16097,10,2,0,0
176,16097,10,2,0,0
177,16097,10,2,0,0
178,16097,10,2,0,0
179,16097,10,2,0,0
180,16097,10,2,0,0
181,16097,10,2,0,0
182,16097,10,2,0,0
183,16097,10,2,0,0
184,16097,10,2,0,0
185,16097,10,2,0,0
186,16097,10,2,0,0
187,16097,10,2,0,0
188,16097,10,2,0,0
189,16097,10,2,0,0
190,16097,10,2,0,0
191,16097,10,2,0,0
192,16097,10,2,0,0
193,16097,10,2,0,0
194,16097,10,2,0,0
195,16097,10,2,0,0
196,16097,10,2,0,0
197,16097,10,2,0,0
198,16097,10,2,0,0
199,16097,10,2,0,0
200,16097,10,2,0,0
201,16097,10,2,0,0
202,16097,10,2,0,0
203,16097,10,2,0,0
204,16097,10,2,0,0
205,16097,10,2,0,0
206,16097,10,2,0,0
207,16097,10,2,0,0
208,16097,10,2,0,0
209,16097,10,2,0,0
210,16097,10,2,0,0
211,16097,10,2,0,0
212,16097,10,2,0,0
213,16097,10,2,0,0
214,16097,10,2,0,0
215,16097,10,2,0,0
216,16097,10,2,0,0
217,16097,10,2,0,0
218,16097,10,2,0,0
219,16097,10,2,0,0
220,16097,10,2,0,0
221,16097,10,2,0,0
222,16097,10,2,0,0
223,16097,10,2,0,0
224,16097,10,2,0,0
225,16097,10,2,0,0
226,16097,10,2,0,0
227,16097,10,2,0,0
228,16097,10,2,0,0
229,16097,10,2,0,0
230,16097,10,2,0,0
231,16097,10,2,0,0
232,16097,10,2,0,0
233,16097,10,2,0,0
234,16096,10,3,0,0
235,16096,10,3,0,0
236,16096,10,3,0,0
237,16096,10,3,0,0
238,16096,10,3,0,0
239,16096,10,3,0,0
240,16096,10,3,0,0
241,16096,10,3,0,0
242,16096,10,3,0,0
243,16096,10,3,0,0
244,16096,10,3,0,0
245,16096,10,3,0,0
246,16096,10,3,0,0
247,16096,10,3,0,0
248,16095,10,4,0,0
249,16095,10,4,0,0
250,16095,10,4,0,0
251,16095,10,4,0,0
252,16095,10,4,0,0
253,16095,10,4,0,0
254,16095,10,4,0,0
255,16095,10,4,0,0
256,16095,10,4,0,0
257,16095,10,4,0,0
258,16095,10,4,0,0
259,16095,10,4,0,0
260,16095,10,4,0,0
261,16095,10,4,0,0
262,16095,10,4,0,0
263,16095,10,4,0,0
264,16095,10,4,0,0
265,16095,10,4,0,0
266,16095,10,4,0,0
267,16095,10,4,0,0
268,16095,10,4,0,0
269,16095,10,4,0,0
270,16095,10,4,0,0
271,16095,10,4,0,0
272,16095,10,4,0,0
273,16095,10,4,0,0
274,16095,10,4,0,0
275,16095,10,4,0,0
276,16095,10,4,0,0
277,16095,10,4,0,0
278,16095,10,4,0,0
279,16095,10,4,0,0
280,16095,10,4,0,0
281,16095,10,4,0,0
282,16095,10,4,0,0
283,16095,10,4,0,0
284,16095,10,4,0,0
285,16095,10,4,0,0
286,16095,10,4,0,0
287,16095,10,4,0,0
288,16095,10,4,0,0
289,16095,10,4,0,0
290,16095,10,4,0,0
291,16095,10,4,0,0
292,16095,10,4,0,0
293,16095,10,4,0,0
294,16095,10,4,0,0
295,16095,10,4,0,0
296,16094,10,5,0,0
297,16094,10,5,0,0
298,16094,10,5,0,0
299,16094,10,5,0,0
300,16094,10,5,0,0
301,16094,10,5,0,0
302,16094,10,5,0,0
303,16094,10,5,0,0
304,16094,10,5,0,0
305,16094,10,5,0,0
306,16094,10,5,0,0
307,16094,10,5,0,0
308,16094,10,5,0,0
309,16094,10,5,0,0
310,16094,10,5,0,0
311,16094,10,5,0,0
312,16094,10,5,0,0
313,16094,10,5,0,0
314,16094,10,5,0,0
315,16094,10,5,0,0
316,16094,10,5,0,0
317,16094,10,5,0,0
318,16094,10,5,0,0
319,16094,10,5,0,0
320,16094,10,5,0,0
321,16094,10,5,0,0
322,16094,10,5,0,0
323,16094,10,5,0,0
324,16094,10,5,0,0
325,16094,10,5,0,0
326,16094,10,5,0,0
327,16094,10,5,0,0
328,16094,10,5,0,0
329,16094,10,5,0,0
330,16094,10,5,0,0
331,16094,10,5,0,0
332,16094,10,5,0,0
333,16094,10,5,0,0
334,16094,10,5,0,0
335,16094,10,5,0,0
336,16094,10,5,0,0
337,16094,10,5,0,0
338,16093,10,6,0,0
339,16093,10,6,0,0
340,16093,10,6,0,0
341,16093,10,6,0,0
342,16093,10,6,0,0
343,16093,10,6,0,0
344,16093,10,6,0,0
345,16093,10,6,0,0
346,16093,10,6,0,0
347,16093,10,6,0,0
348,16093,10,6,0,0
349,16093,10,6,0,0
350,16093,10,6,0,0
351,16093,10,6,0,0
352,16093,10,6,0,0
353,16093,10,6,0,0
354,16093,10,6,0,0
355,16093,10,6,0,0
356,16093,10,6,0,0
357,16093,10,6,0,0
358,16093,10,6,0,0
359,16093,10,6,0,0
360,16093,10,6,0,0
361,16093,10,6,0,0
362,16093,10,6,0,0
363,16093,10,6,0,0
364,16093,10,6,0,0
365,16093,10,6,0,0
366,16093,10,6,0,0
367,16093,10,6,0,0
368,16093,10,6,0,0
369,16093,10,6,0,0
370,16093,10,6,0,0
371,16093,10,6,0,0
372,16093,10,6,0,0
373,16093,10,6,0,0
374,16093,10,6,0,0
375,16093,10,6,0,0
376,16093,10,6,0,0
377,16093,10,6,0,0
378,16093,10,6,0,0
379,16093,10,6,0,0
380,16093,10,6,0,0
381,16093,10,6,0,0
382,16093,10,6,0,0
383,16093,10,6,0,0
384,16093,10,6,0,0
385,16093,10,6,0,0
386,16093,10,6,0,0
387,16093,10,6,0,0
388,16093,10,6,0,0
389,16093,10,6,0,0
390,16093,10,6,0,0
391,16093,10,6,0,0
392,16093,10,6,0,0
393,16093,10,6,0,0
394,16093,10,6,0,0
395,16093,10,6,0,0
396,16093,10,6,0,0
397,16093,10,6,0,0
398,16093,10,6,0,0
399,16093,10,6,0,0
400,16093,10,6,0,0
401,16093,10,6,0,0
402,16093,10,6,0,0
403,16093,10,6,0,0
404,16093,10,6,0,0
405,16093,10,6,0,0
406,16093,10,6,0,0
407,16093,10,6,0,0
408,16093,10,6,0,0
409,16093,10,6,0,0
410,16093,10,6,0,0
411,16093,10,6,0,0
412,16093,10,6,0,0
413,16093,10,6,0,0
414,16093,10,6,0,0
415,16093,10,6,0,0
416,16093,10,6,0,0
417,16093,10,6,0,0
418,16093,10,6,0,0
419,16093,10,6,0,0
420,16093,10,6,0,0
421,16093,10,6,0,0
422,16093,10,6,0,0
423,16093,10,6,0,0
424,16093,10,6,0,0
425,16093,10,6,0,0
426,16093,10,6,0,0
427,16093,10,6,0,0
428,16093,10,6,0,0
429,16093,10,6,0,0
430,16093,10,6,0,0
431,16093,10,6,0,0
432,16093,10,6,0,0
433,16093,10,6,0,0
434,16093,10,6,0,0
435,16093,10,6,0,0
436,16093,10,6,0,0
437,16093,10,6,0,0
438,16093,10,6,0,0
439,16093,10,6,0,0
440,16093,10,6,0,0
441,16093,10,6,0,0
442,16093,10,6,0,0
443,16093,10,6,0,0
444,16093,10,6,0,0
445,16093,10,6,0,0
446,16093,10,6,0,0
447,16093,10,6,0,0
448,16093,10,6,0,0
449,16093,10,6,0,0
450,16093,10,6,0,0
451,16093,10,6,0,0
452,16093,10,6,0,0
453,16093,10,6,0,0
454,16093,10,6,0,0
455,16093,10,6,0,0
456,16093,10,6,0,0
457,16093,10,6,0,0
458,16093,10,6,0,0
459,16093,10,6,0,0
460,16093,10,6,0,0
461,16093,10,6,0,0
462,16093,10,6,0,0
463,16093,10,6,0,0
464,16093,10,6,0,0
465,16093,10,6,0,0
466,16093,10,6,0,0
467,16093,10,6,0,0
468,16093,10,6,0,0
469,16093,10,6,0,0
470,16093,10,6,0,0
471,16093,10,6,0,0
472,16093,10,6,0,0
473,16093,10,6,0,0
474,16093,10,6,0,0
475,16093,10,6,0,0
476,16093,10,6,0,0
477,16093,10,6,0,0
478,16093,10,6,0,0
479,16093,10,6,0,0
480,16093,10,6,0,0
481,16093,10,6,0,0
482,16093,10,6,0,0
483,16093,10,6,0,0
484,16093,10,6,0,0
485,16093,10,6,0,0
486,16093,10,6,0,0
487,16093,10,6,0,0
488,16093,10,6,0,0
489,16093,10,6,0,0
490,16093,10,6,0,0
491,16093,10,6,0,0
492,16093,10,6,0,0
493,16093,10,6,0,0
494,16093,10,6,0,0
495,16093,10,6,0,0
496,16093,10,6,0,0
497,16093,10,6,0,0
498,16093,10,6,0,0
499,16093,10,6,0,0
500,16093,10,6,0,0
501,16093,10,6,0,0
502,16093,10,6,0,0
503,16093,10,6,0,0
504,16093,10,6,0,0
505,16093,10,6,0,0
506,16093,10,6,0,0
507,16093,10,6,0,0
508,16093,10,6,0,0
509,16093,10,6,0,0
510,16093,10,6,0,0
511,16093,10,6,0,0
512,16093,10,6,0,0
513,16093,10,6,0,0
514,16093,10,6,0,0
515,16093,10,6,0,0
516,16093,10,6,0,0
517,16093,10,6,0,0
518,16093,10,6,0,0
519,16093,10,6,0,0
520,16093,10,6,0,0
521,16093,10,6,0,0
522,16093,10,6,0,0
523,16093,10,6,0,0
524,16093,10,6,0,0
525,16093,10,6,0,0
526,16093,10,6,0,0
527,16093,10,6,0,0
528,16093,10,6,0,0
529,16093,10,6,0,0
530,16093,10,6,0,0
531,16093,10,6,0,0
532,16093,10,6,0,0
533,16093,10,6,0,0
534,16093,10,6,0,0
535,16093,10,6,0,0
536,16093,10,6,0,0
537,16093,10,6,0,0
538,16093,10,6,0,0
539,16093,10,6,0,0
540,16093,10,6,0,0
541,16093,10,6,0,0
542,16093,10,6,0,0
543,16093,10,6,0,0
544,16093,10,6,0,0
545,16093,10,6,0,0
546,16093,10,6,0,0
547,16093,10,6,0,0
548,16093,10,6,0,0
549,16093,10,6,0,0
550,16093,10,6,0,0
551,16093,10,6,0,0
552,16093,10,6,0,0
553,16093,10,6,0,0
554,16093,10,6,0,0
555,16093,10,6,0,0
556,16093,10,6,0,0
557,16093,10,6,0,0
558,16093,10,6,0,0
559,16093,10,6,0,0
560,16093,10,6,0,0
561,16093,10,6,0,0
562,16093,10,6,0,0
563,16093,10,6,0,0
564,16093,10,6,0,0
565,16093,10,6,0,0
566,16093,10,6,0,0
567,16093,10,6,0,0
568,16093,10,6,0,0
569,16093,10,6,0,0
570,16093,10,6,0,0
571,16093,10,6,0,0
572,16093,10,6,0,0
573,16093,10,6,0,0
574,16093,10,6,0,0
575,16093,10,6,0,0
576,16093,10,6,0,0
577,16093,10,6,0,0
578,16093,10,6,0,0
579,16093,10,6,0,0
580,16093,10,6,0,0
581,16093,10,6,0,0
582,16093,10,6,0,0
583,16093,10,6,0,0
584,16093,10,6,0,0
585,16093,10,6,0,0
586,16093,10,6,0,0
587,16093,10,6,0,0
588,16093,10,6,0,0
589,16093,10,6,0,0
590,16093,10,6,0,0
591,16093,10,6,0,0
592,16093,10,6,0,0
593,16093,10,6,0,0
594,16093,10,6,0,0
595,16093,10,6,0,0
596,16093,10,6,0,0
597,16093,10,6,0,0
598,16093,10,6,0,0
599,16093,10,6,0,0
600,16093,10,6,0,0
601,16093,10,6,0,0
602,16093,10,6,0,0
603,16093,10,6,0,0
604,16093,10,6,0,0
605,16093,10,6,0,0
606,16093,10,6,0,0
607,16093,10,6,0,0
608,16093,10,6,0,0
609,16093,10,6,0,0
610,16093,10,6,0,0
611,16093,10,6,0,0
612,16093,10,6,0,0
613,16093,10,6,0,0
614,16093,10,6,0,0
615,16093,10,6,0,0
616,16093,10,6,0,0
617,16093,10,6,0,0
618,16093,10,6,0,0
619,16093,10,6,0,0
620,16093,10,6,0,0
621,16093,10,6,0,0
622,16093,10,6,0,0
623,16093,10,6,0,0
624,16093,10,6,0,0
625,16093,10,6,0,0
626,16093,10,6,0,0
627,16093,10,6,0,0
628,16093,10,6,0,0
629,16093,10,6,0,0
630,16093,10,6,0,0
631,16093,10,6,0,0
632,16093,10,6,0,0
633,16093,10,6,0,0
634,16093,10,6,0,0
635,16093,10,6,0,0
636,16093,10,6,0,0
637,16093,10,6,0,0
638,16093,10,6,0,0
639,16093,10,6,0,0
640,16093,10,6,0,0
641,16093,10,6,0,0
642,16093,10,6,0,0
643,16093,10,6,0,0
644,16093,10,6,0,0
645,16093,10,6,0,0
646,16093,10,6,0,0
647,16093,10,6,0,0
648,16093,10,6,0,0
649,16093,10,6,0,0
650,16093,10,6,0,0
651,16093,10,6,0,0
652,16093,10,6,0,0
653,16093,10,6,0,0
654,16093,10,6,0,0
655,16093,10,6,0,0
656,16093,10,6,0,0
657,16093,10,6,0,0
658,16093,10,6,0,0
659,16093,10,6,0,0
660,16093,10,6,0,0
661,16093,10,6,0,0
662,16093,10,6,0,0
663,16093,10,6,0,0
664,16093,10,6,0,0
665,16093,10,6,0,0
666,16093,10,6,0,0
667,16093,10,6,0,0
668,16093,10,6,0,0
669,16093,10,6,0,0
670,16093,10,6,0,0
671,16093,10,6,0,0
672,16093,10,6,0,0
673,16093,10,6,0,0
674,16093,10,6,0,0
675,16093,10,6,0,0
676,16093,10,6,0,0
677,16093,10,6,0,0
678,16093,10,6,0,0
679,16093,10,6,0,0
680,16093,10,6,0,0
681,16093,10,6,0,0
682,16093,10,6,0,0
683,16093,10,6,0,0
684,16093,10,6,0,0
685,16093,10,6,0,0
686,16093,10,6,0,0
687,16093,10,6,0,0
688,16093,10,6,0,0
689,16093,10,6,0,0
690,16093,10,6,0,0
691,16093,10,6,0,0
692,16093,10,6,0,0
693,16093,10,6,0,0
694,16093,10,6,0,0
695,16093,10,6,0,0
696,16093,10,6,0,0
697,16093,10,6,0,0
698,16093,10,6,0,0
699,16093,10,6,0,0
700,16093,10,6,0,0
701,16093,10,6,0,0
702,16093,10,6,0,0
703,16093,10,6,0,0
704,16093,10,6,0,0
705,16093,10,6,0,0
706,16093,10,6,0,0
707,16093,10,6,0,0
708,16093,10,6,0,0
709,16093,10,6,0,0
710,16093,10,6,0,0
711,16093,10,6,0,0
712,16093,10,6,0,0
713,16093,10,6,0,0
714,16093,10,6,0,0
715,16093,10,6,0,0
716,16093,10,6,0,0
717,16093,10,6,0,0
718,16093,10,6,0,0
719,16093,10,6,0,0
720,16093,10,6,0,0
721,16093,10,6,0,0
722,16093,10,6,0,0
723,16093,10,6,0,0
724,16093,10,6,0,0
725,16093,10,6,0,0
726,16093,10,6,0,0
727,16093,10,6,0,0
728,16093,10,6,0,0
729,16093,11,5,0,0
730,16093,11,5,0,0
731,16093,11,5,0,0
732,16093,11,5,0,0
733,16093,11,5,0,0
734,16093,11,5,0,0
735,16093,11,5,0,0
736,16093,11,5,0,0
737,16093,11,5,0,0
738,16093,11,5,0,0
739,16093,11,5,0,0
740,16092,11,6,0,0
741,16092,11,6,0,0
742,16092,11,6,0,0
743,16092,11,6,0,0
744,16092,11,6,0,0
745,16092,11,6,0,0
746,16092,11,6,0,0
747,16092,11,6,0,0
748,16092,11,6,0,0
749,16092,11,6,0,0
750,16092,11,6,0,0
751,16092,11,6,0,0
752,16092,11,6,0,0
753,16092,11,6,0,0
754,16092,11,6,0,0
755,16092,11,6,0,0
756,16092,11,6,0,0
757,16092,11,6,0,0
758,16092,11,6,0,0
759,16092,11,6,0,0
760,16092,11,6,0,0
761,16092,11,6,0,0
762,16092,11,6,0,0
763,16092,11,6,0,0
764,16092,11,6,0,0
765,16092,11,6,0,0
766,16092,11,6,0,0
767,16092,11,6,0,0
768,16092,11,6,0,0
769,16092,11,6,0,0
770,16092,11,6,0,0
771,16092,12,5,0,0
772,16092,12,5,0,0
773,16092,12,5,0,0
774,16092,12,5,0,0
775,16092,12,5,0,0
776,16092,12,5,0,0
777,16092,12,5,0,0
778,16092,12,5,0,0
779,16092,12,5,0,0
780,16092,12,5,0,0
781,16092,12,5,0,0
782,16092,12,5,0,0
783,16092,12,5,0,0
784,16092,12,5,0,0
785,16092,12,5,0,0
786,16092,12,5,0,0
787,16092,12,5,0,0
788,16092,12,5,0,0
789,16092,12,5,0,0
790,16092,12,5,0,0
791,16092,12,5,0,0
792,16092,12,5,0,0
793,16092,12,5,0,0
794,16092,12,5,0,0
795,16092,12,5,0,0
796,16092,12,5,0,0
797,16092,12,5,0,0
798,16092,12,5,0,0
799,16092,12,5,0,0
800,16092,12,5,0,0
801,16092,12,5,0,0
802,16092,12,5,0,0
803,16092,12,5,0,0
804,16092,12,5,0,0
805,16092,12,5,0,0
806,16092,12,5,0,0
807,16092,12,5,0,0
808,16092,12,5,0,0
809,16092,12,5,0,0
810,16092,12,5,0,0
811,16092,12,5,0,0
812,16092,12,5,0,0
813,16092,12,5,0,0
814,16092,12,5,0,0
815,16092,12,5,0,0
816,16092,12,5,0,0
817,16092,12,5,0,0
818,16092,12,5,0,0
819,16092,12,5,0,0
820,16092,12,5,0,0
821,16091,12,6,0,0
822,16091,12,6,0,0
823,16091,12,6,0,0
824,16091,12,6,0,0
825,16091,12,6,0,0
826,16091,12,6,0,0
827,16091,12,6,0,0
828,16091,12,6,0,0
829,16091,12,6,0,0
830,16091,12,6,0,0
831,16091,12,6,0,0
832,16091,12,6,0,0
833,16091,12,6,0,0
834,16091,12,6,0,0
835,16091,12,6,0,0
836,16091,12,6,0,0
837,16091,12,6,0,0
838,16091,12,6,0,0
839,16091,12,6,0,0
840,16091,12,6,0,0
841,16091,12,6,0,0
842,16091,12,6,0,0
843,16091,12,6,0,0
844,16091,12,6,0,0
845,16091,12,6,0,0
846,16091,12,6,0,0
847,16091,12,6,0,0
848,16091,12,6,0,0
849,16091,12,6,0,0
850,16091,12,6,0,0
851,16091,12,6,0,0
852,16090,12,7,0,0
853,16090,12,7,0,0
854,16090,12,7,0,0
855,16090,12,7,0,0
856,16090,12,7,0,0
857,16090,12,7,0,0
858,16090,12,7,0,0
859,16090,12,7,0,0
860,16090,12,7,0,0
861,16090,12,7,0,0
862,16090,12,7,0,0
863,16090,12,7,0,0
864,16090,12,7,0,0
865,16090,12,7,0,0
866,16090,12,7,0,0
867,16089,12,8,0,0
868,16089,12,8,0,0
869,16089,12,8,0,0
870,16089,12,8,0,0
871,16089,12,8,0,0
872,16089,12,8,0,0
873,16089,12,8,0,0
874,16089,12,8,0,0
875,16089,12,8,0,0
876,16089,12,8,0,0
877,16089,12,8,0,0
878,16089,12,8,0,0
879,16089,12,8,0,0
880,16089,12,8,0,0
881,16089,12,8,0,0
882,16089,12,8,0,0
883,16089,12,8,0,0
884,16089,12,8,0,0
885,16089,12,8,0,0
886,16089,12,8,0,0
887,16089,12,8,0,0
888,16089,12,8,0,0
889,16089,12,8,0,0
890,16089,12,8,0,0
891,16089,12,8,0,0
892,16089,12,8,0,0
893,16089,12,8,0,0
894,16089,12,8,0,0
895,16089,12,8,0,0
896,16089,12,8,0,0
897,16089,12,8,0,0
898,16089,12,8,0,0
899,16089,12,8,0,0
900,16089,12,8,0,0
901,16089,12,8,0,0
902,16089,12,8,0,0
903,16089,12,8,0,0
904,16089,12,8,0,0
905,16089,12,8,0,0
906,16089,12,8,0,0
907,16089,12,8,0,0
908,16089,12,8,0,0
909,16089,12,8,0,0
910,16089,12,8,0,0
911,16089,12,8,0,0
912,16089,12,8,0,0
913,16089,12,8,0,0
914,16089,12,8,0,0
915,16089,12,8,0,0
916,16089,12,8,0,0
917,16089,12,8,0,0
918,16089,12,8,0,0
919,16089,12,8,0,0
920,16089,12,8,0,0
921,16089,12,8,0,0
922,16089,12,8,0,0
923,16089,12,8,0,0
924,16089,12,8,0,0
925,16089,12,8,0,0
926,16089,12,8,0,0
927,16089,12,8,0,0
928,16089,12,8,0,0
929,16089,12,8,0,0
930,16089,12,8,0,0
931,16089,12,8,0,0
932,16089,12,8,0,0
933,16089,12,8,0,0
934,16089,12,8,0,0
935,16089,12,8,0,0
936,16089,12,8,0,0
937,16089,12,8,0,0
938,16089,12,8,0,0
939,16089,12,8,0,0
940,16089,12,8,0,0
941,16089,12,8,0,0
942,16089,12,8,0,0
943,16089,12,8,0,0
944,16089,12,8,0,0
945,16089,12,8,0,0
946,16089,12,8,0,0
947,16089,12,8,0,0
948,16089,12,8,0,0
949,16089,12,8,0,0
950,16089,12,8,0,0
951,16089,12,8,0,0
952,16089,12,8,0,0
953,16089,12,8,0,0
954,16088,12,9,0,0
955,16088,13,8,0,0
956,16088,13,8,0,0
957,16088,13,8,0,0
958,16088,13,8,0,0
959,16088,13,8,0,0
960,16088,13,8,0,0
961,16088,13,8,0,0
962,16088,13,8,0,0
963,16088,13,8,0,0
964,16088,13,8,0,0
965,16088,13,8,0,0
966,16088,13,8,0,0
967,16088,13,8,0,0
968,16088,13,8,0,0
969,16088,14,7,0,0
970,16088,14,7,0,0
971,16088,14,7,0,0
972,16088,14,7,0,0
973,16088,14,7,0,0
974,16088,14,7,0,0
975,16088,14,7,0,0
976,16088,14,7,0,0
977,16088,14,7,0,0
978,16088,14,7,0,0
979,16088,14,7,0,0
980,16088,14,7,0,0
981,16088,14,7,0,0
982,16088,14,7,0,0
983,16088,14,7,0,0
984,16088,14,7,0,0
985,16088,14,7,0,0
986,16088,14,7,0,0
987,16088,14,7,0,0
988,16088,14,7,0,0
989,16088,14,7,0,0
990,16088,14,7,0,0
991,16088,14,7,0,0
992,16088,14,7,0,0
993,16088,14,7,0,0
994,16088,14,7,0,0
995,16088,14,7,0,0
996,16088,14,7,0,0
997,16088,14,7,0,0
998,16088,14,7,0,0
999,16088,14,7,0,0
1000,16088,14,7,0,0
1001,16088,14,7,0,0
1002,16088,14,7,0,0
1003,16088,14,7,0,0
1004,16088,14,7,0,0
1005,16088,14,7,0,0
1006,16088,14,7,0,0
1007,16088,14,7,0,0
1008,16088,14,7,0,0
1009,16088,14,7,0,0
1010,16088,14,7,0,0
1011,16088,14,7,0,0
1012,16088,14,7,0,0
1013,16088,14,7,0,0
1014,16088,14,7,0,0
1015,16088,14,7,0,0
1016,16088,14,7,0,0
1017,16088,15,6,0,0
1018,16088,15,6,0,0
1019,16088,15,6,0,0
1020,16088,15,6,0,0
1021,16088,15,6,0,0
1022,16088,15,6,0,0
1023,16088,15,6,0,0
1024,16088,15,6,0,0
1025,16088,15,6,0,0
1026,16088,15,6,0,0
1027,16088,15,6,0,0
1028,16088,15,6,0,0
1029,16088,15,6,0,0
1030,16088,15,6,0,0
1031,16088,15,6,0,0
1032,16088,15,6,0,0
1033,16088,15,6,0,0
1034,16088,15,6,0,0
1035,16088,15,6,0,0
1036,16088,15,6,0,0
1037,16088,15,6,0,0
1038,16088,15,6,0,0
1039,16088,15,6,0,0
1040,16088,15,6,0,0
1041,16088,15,6,0,0
1042,16088,15,6,0,0
1043,16088,15,6,0,0
1044,16088,15,6,0,0
1045,16088,15,6,0,0
1046,16088,15,6,0,0
1047,16088,15,6,0,0
1048,16088,15,6,0,0
1049,16088,15,6,0,0
1050,16088,15,6,0,0
1051,16088,15,6,0,0
1052,16088,15,6,0,0
1053,16088,15,6,0,0
1054,16088,15,6,0,0
1055,16088,15,6,0,0
1056,16088,15,6,0,0
1057,16088,15,6,0,0
1058,16088,15,6,0,0
1059,16088,16,5,0,0
1060,16088,16,5,0,0
1061,16088,16,5,0,0
1062,16088,16,5,0,0
1063,16088,16,5,0,0
1064,16088,16,5,0,0
1065,16088,16,5,0,0
1066,16088,16,5,0,0
1067,16087,16,6,0,0
1068,16087,16,6,0,0
1069,16087,16,6,0,0
1070,16087,16,6,0,0
1071,16087,16,6,0,0
1072,16087,16,6,0,0
1073,16087,16,6,0,0
1074,16087,16,6,0,0
1075,16087,16,6,0,0
1076,16087,16,6,0,0
1077,16087,16,6,0,0
1078,16087,16,6,0,0
1079,16087,16,6,0,0
1080,16087,16,6,0,0
1081,16087,16,6,0,0
1082,16087,16,6,0,0
1083,16087,16,6,0,0
1084,16087,16,6,0,0
1085,16087,16,6,0,0
1086,16087,16,6,0,0
1087,16087,16,6,0,0
1088,16087,16,6,0,0
1089,16087,16,6,0,0
1090,16087,16,6,0,0
1091,16087,16,6,0,0
1092,16087,16,6,0,0
1093,16087,16,6,0,0
1094,16087,16,6,0,0
1095,16087,16,6,0,0
1096,16087,16,6,0,0
1097,16087,16,6,0,0
1098,16087,16,6,0,0
1099,16087,16,6,0,0
1100,16087,16,6,0,0
1101,16087,16,6,0,0
1102,16087,16,6,0,0
1103,16087,16,6,0,0
1104,16087,16,6,0,0
1105,16087,16,6,0,0
1106,16087,16,6,0,0
1107,16087,16,6,0,0
1108,16087,16,6,0,0
1109,16087,16,6,0,0
1110,16087,16,6,0,0
1111,16087,16,6,0,0
1112,16087,16,6,0,0
1113,16087,16,6,0,0
1114,16087,16,6,0,0
1115,16087,16,6,0,0
1116,16087,16,6,0,0
1117,16087,16,6,0,0
1118,16087,16,6,0,0
1119,16087,16,6,0,0
1120,16087,16,6,0,0
1121,16087,16,6,0,0
1122,16087,16,6,0,0
1123,16087,16,6,0,0
1124,16087,16,6,0,0
1125,16087,16,6,0,0
1126,16087,16,6,0,0
1127,16087,16,6,0,0
1128,16087,16,6,0,0
1129,16087,16,6,0,0
1130,16087,16,6,0,0
1131,16087,16,6,0,0
1132,16087,16,6,0,0
1133,16087,16,6,0,0
1134,16087,16,6,0,0
1135,16087,16,6,0,0
1136,16087,16,6,0,0
1137,16087,16,6,0,0
1138,16087,16,6,0,0
1139,16087,16,6,0,0
1140,16087,16,6,0,0
1141,16087,16,6,0,0
1142,16087,16,6,0,0
1143,16087,16,6,0,0
1144,16087,16,6,0,0
1145,16087,16,6,0,0
1146,16087,16,6,0,0
1147,16087,16,6,0,0
1148,16087,16,6,0,0
1149,16087,16,6,0,0
1150,16087,16,6,0,0
1151,16087,16,6,0,0
